id,address,travel_duration_text,travel_duration_seconds,google_maps_url
2020423855,"77 Chaseling Street, Greenacre NSW 2190",1 hour 9 mins,4141,https://www.google.com/maps/dir/?api=1&origin=77+Chaseling+Street%2C+Greenacre+NSW+2190&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020425468,"8 Ferntree Place, Epping NSW 2121",1 hour 20 mins,4795,https://www.google.com/maps/dir/?api=1&origin=8+Ferntree+Place%2C+Epping+NSW+2121&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020425593,"73 Broadarrow Road, Narwee NSW 2209",53 mins,3197,https://www.google.com/maps/dir/?api=1&origin=73+Broadarrow+Road%2C+Narwee+NSW+2209&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020428046,"20 Trafalgar Street, Peakhurst NSW 2210",1 hour 9 mins,4120,https://www.google.com/maps/dir/?api=1&origin=20+Trafalgar+Street%2C+Peakhurst+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020433762,"204A Kissing Point Road, Dundas NSW 2117",1 hour 21 mins,4849,https://www.google.com/maps/dir/?api=1&origin=204A+Kissing+Point+Road%2C+Dundas+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020435558,"22 Kareela Crescent, Greenacre NSW 2190",1 hour 23 mins,4978,https://www.google.com/maps/dir/?api=1&origin=22+Kareela+Crescent%2C+Greenacre+NSW+2190&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020437854,"79 Lorraine Street, Peakhurst Heights NSW 2210",1 hour 0 mins,3616,https://www.google.com/maps/dir/?api=1&origin=79+Lorraine+Street%2C+Peakhurst+Heights+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020438292,"129 The Avenue, Hurstville NSW 2220",54 mins,3225,https://www.google.com/maps/dir/?api=1&origin=129+The+Avenue%2C+Hurstville+NSW+2220&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020438930,"53 Billarga Road, Westleigh NSW 2120",1 hour 30 mins,5410,https://www.google.com/maps/dir/?api=1&origin=53+Billarga+Road%2C+Westleigh+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020439531,"288 Forest Road, Bexley NSW 2207",48 mins,2879,https://www.google.com/maps/dir/?api=1&origin=288+Forest+Road%2C+Bexley+NSW+2207&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020440024,"6a Britannia Street, Pennant Hills NSW 2120",1 hour 16 mins,4541,https://www.google.com/maps/dir/?api=1&origin=6a+Britannia+Street%2C+Pennant+Hills+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020441028,"5 Flora Street, Roselands NSW 2196",1 hour 21 mins,4870,https://www.google.com/maps/dir/?api=1&origin=5+Flora+Street%2C+Roselands+NSW+2196&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020441754,"10 Georgian Avenue, Carlingford NSW 2118",1 hour 5 mins,3905,https://www.google.com/maps/dir/?api=1&origin=10+Georgian+Avenue%2C+Carlingford+NSW+2118&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020443002,"13 Adamson Avenue, Dundas Valley NSW 2117",1 hour 21 mins,4868,https://www.google.com/maps/dir/?api=1&origin=13+Adamson+Avenue%2C+Dundas+Valley+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020445468,"58 Bonds Road, Roselands NSW 2196",1 hour 18 mins,4659,https://www.google.com/maps/dir/?api=1&origin=58+Bonds+Road%2C+Roselands+NSW+2196&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020447187,"106 Bellamy Street, Pennant Hills NSW 2120",1 hour 32 mins,5510,https://www.google.com/maps/dir/?api=1&origin=106+Bellamy+Street%2C+Pennant+Hills+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020449993,"5A Charlescotte Avenue, Punchbowl NSW 2196",1 hour 13 mins,4377,https://www.google.com/maps/dir/?api=1&origin=5A+Charlescotte+Avenue%2C+Punchbowl+NSW+2196&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020455606,"12 Roseview Avenue, Roselands NSW 2196",1 hour 9 mins,4130,https://www.google.com/maps/dir/?api=1&origin=12+Roseview+Avenue%2C+Roselands+NSW+2196&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020456530,"17 First Avenue, Epping NSW 2121",1 hour 15 mins,4521,https://www.google.com/maps/dir/?api=1&origin=17+First+Avenue%2C+Epping+NSW+2121&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020457428,"28A CLISSOLD PARADE, Campsie NSW 2194",1 hour 3 mins,3773,https://www.google.com/maps/dir/?api=1&origin=28A+CLISSOLD+PARADE%2C+Campsie+NSW+2194&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020457470,"25 Leith Road, Pennant Hills NSW 2120",1 hour 23 mins,4979,https://www.google.com/maps/dir/?api=1&origin=25+Leith+Road%2C+Pennant+Hills+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020458302,"14 Basil Street, Riverwood NSW 2210",1 hour 6 mins,3978,https://www.google.com/maps/dir/?api=1&origin=14+Basil+Street%2C+Riverwood+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020467534,"1A Sinfield Street, Ermington NSW 2115",1 hour 21 mins,4855,https://www.google.com/maps/dir/?api=1&origin=1A+Sinfield+Street%2C+Ermington+NSW+2115&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020470535,"5 Arkana Street, Telopea NSW 2117",1 hour 25 mins,5095,https://www.google.com/maps/dir/?api=1&origin=5+Arkana+Street%2C+Telopea+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020474508,"70 Maiden Street, Greenacre NSW 2190",1 hour 16 mins,4531,https://www.google.com/maps/dir/?api=1&origin=70+Maiden+Street%2C+Greenacre+NSW+2190&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020475251,Penshurst NSW 2222,47 mins,2810,https://www.google.com/maps/dir/?api=1&origin=Penshurst+NSW+2222&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020476309,Riverwood NSW 2210,1 hour 1 min,3651,https://www.google.com/maps/dir/?api=1&origin=Riverwood+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020481001,"6 Brookside Place, Oatlands NSW 2117",1 hour 25 mins,5107,https://www.google.com/maps/dir/?api=1&origin=6+Brookside+Place%2C+Oatlands+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020482873,"21 Harold Street, Mount Lewis NSW 2190",1 hour 26 mins,5169,https://www.google.com/maps/dir/?api=1&origin=21+Harold+Street%2C+Mount+Lewis+NSW+2190&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020492898,"85 Raimonde Road, Carlingford NSW 2118",1 hour 18 mins,4659,https://www.google.com/maps/dir/?api=1&origin=85+Raimonde+Road%2C+Carlingford+NSW+2118&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020495323,"12 William Street, Strathfield South NSW 2136",1 hour 2 mins,3709,https://www.google.com/maps/dir/?api=1&origin=12+William+Street%2C+Strathfield+South+NSW+2136&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020499408,"27 Munmurra Road, Riverwood NSW 2210",1 hour 3 mins,3785,https://www.google.com/maps/dir/?api=1&origin=27+Munmurra+Road%2C+Riverwood+NSW+2210&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020500354,"245A Kissing Point Road, Dundas NSW 2117",1 hour 25 mins,5118,https://www.google.com/maps/dir/?api=1&origin=245A+Kissing+Point+Road%2C+Dundas+NSW+2117&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020500639,Blakehurst NSW 2221,1 hour 0 mins,3608,https://www.google.com/maps/dir/?api=1&origin=Blakehurst+NSW+2221&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020501135,"63 Wareemba Avenue, Thornleigh NSW 2120",1 hour 24 mins,5010,https://www.google.com/maps/dir/?api=1&origin=63+Wareemba+Avenue%2C+Thornleigh+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
2020501136,"8 Albion Street, Pennant Hills NSW 2120",1 hour 19 mins,4735,https://www.google.com/maps/dir/?api=1&origin=8+Albion+Street%2C+Pennant+Hills+NSW+2120&destination=10+Castlereagh+St%2C+Sydney+NSW+2000&travelmode=transit
